expense_id,restaurant_id,exp_date,bills,vendors,wage_advances,repairs,sundries,total_expense
9959,28,2024-04-13,578.71,145.89,70.45,1857.95,59.98,2712.98
9960,28,2024-04-14,484.07,18.57,858.34,1923.97,31.87,3316.82
9961,28,2024-04-15,678.88,88.06,216.22,1324.04,71.14,2378.34
9962,28,2024-04-16,396.92,99.47,724.43,647.38,86.57,1954.77
9963,28,2024-04-17,168.25,34.99,781.81,809.72,44.94,1839.71
9964,28,2024-04-18,362.59,60.84,774.99,1424.94,92.49,2715.85
9965,28,2024-04-19,683.3,37.28,803.04,1311.15,91.83,2926.6
9966,28,2024-04-20,946.19,196.95,153.47,1441.78,11.08,2749.47
9967,28,2024-04-21,90.14,64.39,517.42,1527.42,2.55,2201.92
9968,28,2024-04-22,972.14,100.47,550.23,926.07,99.93,2648.84
9969,28,2024-04-23,973.88,71.49,463.99,392.99,2.3,1904.65
9970,28,2024-04-24,590.76,111.68,625.65,1045.1,78.63,2451.82
9971,28,2024-04-25,134.54,43.49,615.35,1405.49,64.87,2263.74
9972,28,2024-04-26,398.92,191.84,87.83,329.36,79.13,1087.08
9973,28,2024-04-27,888.87,188.04,333.0,1523.46,32.06,2965.43
9974,28,2024-04-28,147.2,148.38,755.88,314.63,79.01,1445.1
9975,28,2024-04-29,605.43,124.51,295.02,531.21,25.46,1581.63
9976,28,2024-04-30,161.97,4.84,213.79,1589.69,74.58,2044.87
9977,28,2024-05-01,628.2,49.26,680.51,323.96,66.82,1748.75
9978,28,2024-05-02,613.65,143.66,907.64,437.34,25.65,2127.94
9979,28,2024-05-03,187.81,13.56,401.94,1626.49,38.72,2268.52
9980,28,2024-05-04,129.71,101.85,703.86,1335.76,29.15,2300.33
9981,28,2024-05-05,745.15,74.94,914.2,337.18,22.71,2094.18
9982,28,2024-05-06,46.52,196.57,678.4,1912.47,57.89,2891.85
9983,28,2024-05-07,46.23,156.72,658.67,1243.63,79.68,2184.93
9984,28,2024-05-08,848.62,79.93,428.8,1227.86,74.19,2659.4
9985,28,2024-05-09,784.1,7.91,536.52,591.02,60.2,1979.75
9986,28,2024-05-10,572.79,38.84,111.36,1827.28,70.68,2620.95
9987,28,2024-05-11,550.66,132.16,564.13,792.9,57.95,2097.8
9988,28,2024-05-12,924.35,133.57,921.76,1171.75,81.14,3232.57
9989,28,2024-05-13,236.71,12.96,32.12,1343.78,73.89,1699.46
9990,28,2024-05-14,790.76,181.42,345.26,1865.11,3.84,3186.39
9991,28,2024-05-15,788.45,137.76,696.72,755.84,5.87,2384.64
9992,28,2024-05-16,211.63,169.29,245.93,638.48,62.83,1328.16
9993,28,2024-05-17,225.01,183.4,512.59,1857.34,73.75,2852.09
9994,28,2024-05-18,618.24,85.22,608.28,201.23,83.92,1596.89
9995,28,2024-05-19,888.04,161.21,419.52,716.88,68.45,2254.1
9996,28,2024-05-20,927.21,123.95,617.91,1447.23,92.93,3209.23
9997,28,2024-05-21,923.66,24.44,437.61,1468.64,28.85,2883.2
9998,28,2024-05-22,279.69,77.27,190.8,733.07,91.87,1372.7
9999,28,2024-05-23,930.23,60.17,785.68,366.53,58.5,2201.11
10000,28,2024-05-24,84.85,117.68,393.61,571.44,79.5,1247.08
10001,28,2024-05-25,518.88,165.33,853.42,1159.24,50.5,2747.37
10002,28,2024-05-26,371.16,56.57,758.35,1040.62,28.64,2255.34
10003,28,2024-05-27,189.58,110.12,941.49,361.69,79.07,1681.95
10004,28,2024-05-28,661.46,73.98,683.48,483.87,37.54,1940.33
10005,28,2024-05-29,588.83,156.21,367.49,898.29,40.87,2051.69
10006,28,2024-05-30,893.9,86.34,733.39,1404.99,30.06,3148.68
10007,28,2024-05-31,985.96,21.78,722.78,1417.37,42.14,3190.03
10008,28,2024-06-01,785.62,160.53,829.79,1836.65,73.4,3685.99
10009,28,2024-06-02,391.9,57.34,908.1,768.71,46.22,2172.27
10010,28,2024-06-03,732.98,120.77,494.52,1079.63,66.98,2494.88
10011,28,2024-06-04,402.97,67.38,74.61,1678.57,51.77,2275.3
10012,28,2024-06-05,154.11,45.89,335.38,1646.19,65.42,2246.99
10013,28,2024-06-06,122.15,134.83,621.74,445.63,74.25,1398.6
10014,28,2024-06-07,961.26,85.61,957.34,35.58,81.93,2121.72
10015,28,2024-06-08,258.7,79.74,380.12,273.72,73.04,1065.32
10016,28,2024-06-09,896.82,53.38,727.44,883.53,5.67,2566.84
10017,28,2024-06-10,915.15,132.44,385.44,1212.52,5.78,2651.33
10018,28,2024-06-11,488.73,93.43,31.12,1169.87,44.06,1827.21
10019,28,2024-06-12,99.73,117.69,426.57,1997.72,31.27,2672.98
10020,28,2024-06-13,257.61,22.7,978.33,1638.09,53.51,2950.24
10021,28,2024-06-14,165.91,103.97,400.82,1594.02,69.28,2334.0
10022,28,2024-06-15,802.06,104.0,374.9,220.22,53.41,1554.59
10023,28,2024-06-16,12.65,21.95,447.14,1387.61,49.36,1918.71
10024,28,2024-06-17,677.18,195.32,303.54,468.24,89.73,1734.01
10025,28,2024-06-18,634.55,39.35,927.15,970.15,83.0,2654.2
10026,28,2024-06-19,547.53,34.75,518.03,171.35,26.14,1297.8
10027,28,2024-06-20,427.49,116.81,898.5,1842.64,56.72,3342.16
10028,28,2024-06-21,95.54,103.48,531.78,16.59,28.69,776.08
10029,28,2024-06-22,786.77,91.69,720.88,1542.0,71.15,3212.49
10030,28,2024-06-23,98.81,92.72,618.84,1500.99,59.08,2370.44
10031,28,2024-06-24,840.96,129.7,205.44,792.75,18.05,1986.9
10032,28,2024-06-25,545.32,38.02,466.68,793.35,50.41,1893.78
10033,28,2024-06-26,588.51,176.14,701.6,340.33,75.45,1882.03
10034,28,2024-06-27,766.12,47.02,504.36,93.93,25.02,1436.45
10035,28,2024-06-28,24.89,12.79,513.4,1328.97,73.14,1953.19
10036,28,2024-06-29,73.99,26.94,288.09,1340.85,17.69,1747.56
10037,28,2024-06-30,106.43,11.01,995.19,1480.38,1.94,2594.95
10038,28,2024-07-01,862.13,91.27,609.46,1868.97,54.33,3486.16
10039,28,2024-07-02,808.27,111.39,559.09,1456.61,75.1,3010.46
10040,28,2024-07-03,235.13,181.71,968.39,1043.16,39.41,2467.8
10041,28,2024-07-04,672.67,127.03,7.72,1088.88,62.96,1959.26
10042,28,2024-07-05,873.49,115.57,948.46,1668.82,34.9,3641.24
10043,28,2024-07-06,803.43,166.55,70.74,1422.15,50.32,2513.19
10044,28,2024-07-07,921.22,19.86,954.39,165.84,98.95,2160.26
10045,28,2024-07-08,239.79,141.07,592.63,1733.98,36.4,2743.87
10046,28,2024-07-09,18.97,47.3,258.31,1899.49,84.85,2308.92
10047,28,2024-07-10,414.3,44.53,657.19,661.78,98.56,1876.36
10048,28,2024-07-11,880.49,188.71,628.94,1196.66,15.2,2910.0
10049,28,2024-07-12,824.14,179.49,286.43,485.95,14.54,1790.55
10050,28,2024-07-13,8.61,150.38,978.47,1729.89,76.53,2943.88
10051,28,2024-07-14,91.82,100.05,594.98,462.13,63.51,1312.49
10052,28,2024-07-15,297.37,65.28,494.1,1913.73,76.76,2847.24
10053,28,2024-07-16,20.46,103.1,174.49,436.03,33.47,767.55
10054,28,2024-07-17,870.02,102.29,452.86,1001.36,61.11,2487.64
10055,28,2024-07-18,993.51,176.69,459.28,337.77,31.91,1999.16
10056,28,2024-07-19,575.23,93.0,58.3,1460.77,22.64,2209.94
10057,28,2024-07-20,342.63,172.17,817.38,871.65,98.62,2302.45
10058,28,2024-07-21,726.12,38.58,816.01,461.72,27.23,2069.66
10059,28,2024-07-22,170.02,157.42,354.89,634.12,7.77,1324.22
10060,28,2024-07-23,776.26,132.0,610.33,365.77,62.42,1946.78
10061,28,2024-07-24,573.59,68.76,716.75,1685.04,97.27,3141.41
10062,28,2024-07-25,89.1,167.03,513.32,1187.84,50.68,2007.97
10063,28,2024-07-26,459.42,119.56,27.78,802.66,99.22,1508.64
10064,28,2024-07-27,206.86,107.47,552.54,405.71,97.18,1369.76
10065,28,2024-07-28,280.8,39.51,194.09,1987.02,76.39,2577.81
10066,28,2024-07-29,865.8,30.17,917.3,724.08,35.41,2572.76
10067,28,2024-07-30,54.31,174.28,126.93,616.63,95.89,1068.04
10068,28,2024-07-31,540.37,157.31,827.19,667.55,27.1,2219.52
10069,28,2024-08-01,686.5,120.14,606.57,726.49,36.97,2176.67
10070,28,2024-08-02,48.09,11.98,273.04,76.02,64.39,473.52
10071,28,2024-08-03,590.45,102.85,511.51,1538.27,50.19,2793.27
10072,28,2024-08-04,114.3,98.65,969.7,1351.3,95.19,2629.14
10073,28,2024-08-05,148.41,124.62,660.42,881.15,20.13,1834.73
10074,28,2024-08-06,539.42,159.0,891.92,436.02,73.98,2100.34
10075,28,2024-08-07,757.69,48.55,486.3,1474.92,59.41,2826.87
10076,28,2024-08-08,820.17,82.21,922.9,1049.04,74.45,2948.77
10077,28,2024-08-09,808.3,92.47,964.16,585.49,39.07,2489.49
10078,28,2024-08-10,340.4,98.95,660.38,595.01,87.17,1781.91
10079,28,2024-08-11,423.26,147.24,16.72,1140.49,41.78,1769.49
10080,28,2024-08-12,169.43,168.2,29.61,797.04,54.86,1219.14
10081,28,2024-08-13,14.51,177.88,720.81,1252.1,79.75,2245.05
10082,28,2024-08-14,102.66,8.34,751.67,1025.06,72.95,1960.68
10083,28,2024-08-15,977.43,22.5,241.73,614.28,2.25,1858.19
10084,28,2024-08-16,241.1,181.52,872.99,913.62,43.24,2252.47
10085,28,2024-08-17,725.95,32.95,362.07,1090.64,46.12,2257.73
10086,28,2024-08-18,313.29,24.19,601.03,799.66,4.81,1742.98
10087,28,2024-08-19,482.14,182.73,343.91,1078.14,39.54,2126.46
10088,28,2024-08-20,144.97,199.23,2.06,1164.85,72.55,1583.66
10089,28,2024-08-21,273.77,128.99,908.63,791.36,44.58,2147.33
10090,28,2024-08-22,88.73,198.97,913.45,471.05,25.04,1697.24
10091,28,2024-08-23,635.94,97.13,841.91,425.37,42.48,2042.83
10092,28,2024-08-24,172.29,100.4,677.68,1372.25,77.82,2400.44
10093,28,2024-08-25,979.02,91.09,731.45,1403.51,53.77,3258.84
10094,28,2024-08-26,223.48,58.27,952.56,1474.01,46.66,2754.98
10095,28,2024-08-27,839.7,176.2,314.39,87.88,90.48,1508.65
10096,28,2024-08-28,210.27,26.37,902.8,1235.14,45.76,2420.34
10097,28,2024-08-29,917.12,192.97,951.89,821.42,98.72,2982.12
10098,28,2024-08-30,927.1,63.89,993.46,411.49,91.81,2487.75
10099,28,2024-08-31,422.77,72.93,384.69,1530.17,37.74,2448.3
10100,28,2024-09-01,649.58,160.64,9.96,533.57,46.99,1400.74
10101,28,2024-09-02,125.59,52.14,816.47,344.96,15.15,1354.31
10102,28,2024-09-03,569.67,196.46,559.44,918.22,36.64,2280.43
10103,28,2024-09-04,104.31,12.64,155.9,1895.55,69.89,2238.29
10104,28,2024-09-05,883.75,120.77,662.19,910.81,92.73,2670.25
10105,28,2024-09-06,827.93,118.75,924.5,1006.55,77.86,2955.59
10106,28,2024-09-07,811.08,124.7,497.43,1835.98,50.53,3319.72
10107,28,2024-09-08,571.91,110.88,111.1,697.32,24.49,1515.7
10108,28,2024-09-09,423.31,164.56,955.97,1978.89,82.85,3605.58
10109,28,2024-09-10,836.75,106.37,374.08,1008.78,37.31,2363.29
10110,28,2024-09-11,436.07,102.04,794.63,338.86,4.55,1676.15
10111,28,2024-09-12,570.14,48.16,296.36,520.66,66.25,1501.57
10112,28,2024-09-13,177.66,70.77,399.51,1975.96,17.59,2641.49
10113,28,2024-09-14,422.38,100.6,540.91,1248.94,12.46,2325.29
10114,28,2024-09-15,932.06,56.04,730.69,885.86,43.72,2648.37
10115,28,2024-09-16,925.83,33.96,988.11,1329.94,1.23,3279.07
10116,28,2024-09-17,716.34,21.43,385.19,932.23,96.43,2151.62
10117,28,2024-09-18,748.62,157.1,84.94,1244.67,63.32,2298.65
10118,28,2024-09-19,836.4,86.45,825.74,1382.64,8.13,3139.36
10119,28,2024-09-20,289.63,9.49,576.33,677.45,46.11,1599.01
10120,28,2024-09-21,114.37,134.94,87.77,395.65,69.31,802.04
10121,28,2024-09-22,633.81,19.7,145.68,442.46,20.99,1262.64
10122,28,2024-09-23,899.94,183.31,918.57,1418.7,79.88,3500.4
10123,28,2024-09-24,70.08,16.69,212.41,1334.93,44.06,1678.17
10124,28,2024-09-25,597.35,95.23,81.26,309.7,27.79,1111.33
10125,28,2024-09-26,942.34,11.13,690.35,169.04,99.6,1912.46
10126,28,2024-09-27,784.29,33.97,679.07,738.63,39.93,2275.89
10127,28,2024-09-28,964.44,113.59,927.91,119.75,87.62,2213.31
10128,28,2024-09-29,678.8,184.35,71.85,102.81,19.87,1057.68
10129,28,2024-09-30,448.98,150.48,308.42,1140.39,29.86,2078.13
10130,28,2024-10-01,187.23,41.66,929.15,963.21,49.1,2170.35
10131,28,2024-10-02,71.61,70.8,759.3,1149.72,35.36,2086.79
10132,28,2024-10-03,49.2,65.01,460.58,1797.28,46.39,2418.46
10133,28,2024-10-04,521.1,195.77,991.57,272.52,18.23,1999.19
10134,28,2024-10-05,584.46,57.29,834.65,1714.53,29.18,3220.11
10135,28,2024-10-06,487.02,154.92,255.74,1604.83,63.18,2565.69
10136,28,2024-10-07,0.17,41.71,978.52,1454.16,23.11,2497.67
10137,28,2024-10-08,216.45,7.39,780.77,1837.55,88.32,2930.48
10138,28,2024-10-09,54.33,46.99,207.5,1073.24,41.83,1423.89
10139,28,2024-10-10,795.79,44.27,566.26,123.17,5.59,1535.08
10140,28,2024-10-11,244.59,13.51,985.35,497.81,53.94,1795.2
10141,28,2024-10-12,62.58,83.68,742.35,957.1,31.83,1877.54
10142,28,2024-10-13,643.3,153.85,620.2,282.4,39.98,1739.73
10143,28,2024-10-14,25.62,120.42,491.16,1678.07,91.92,2407.19
10144,28,2024-10-15,530.26,114.62,730.86,232.7,9.68,1618.12
10145,28,2024-10-16,813.2,151.59,427.55,1143.88,1.09,2537.31
10146,28,2024-10-17,24.56,148.51,118.72,1961.95,60.01,2313.75
10147,28,2024-10-18,68.67,61.04,268.73,963.31,50.3,1412.05
10148,28,2024-10-19,582.71,42.95,9.52,1218.09,80.09,1933.36
10149,28,2024-10-20,215.15,91.0,702.69,1136.97,50.03,2195.84
10150,28,2024-10-21,884.43,61.37,959.26,583.7,23.17,2511.93
10151,28,2024-10-22,64.29,72.32,513.06,1899.84,23.48,2572.99
10152,28,2024-10-23,699.15,117.54,648.37,836.63,17.15,2318.84
10153,28,2024-10-24,272.26,7.27,942.32,737.73,74.25,2033.83
10154,28,2024-10-25,877.31,151.7,383.12,768.76,90.5,2271.39
10155,28,2024-10-26,527.94,37.7,805.25,1519.67,39.7,2930.26
10156,28,2024-10-27,682.25,5.63,878.31,1596.29,28.95,3191.43
10157,28,2024-10-28,327.94,77.72,808.61,636.76,17.71,1868.74
10158,28,2024-10-29,873.6,110.86,923.7,1555.53,98.0,3561.69
10159,28,2024-10-30,109.73,20.2,374.83,395.65,6.24,906.65
10160,28,2024-10-31,453.39,83.43,483.39,1662.19,84.1,2766.5
10161,28,2024-11-01,140.56,88.44,68.77,1724.06,48.49,2070.32
10162,28,2024-11-02,679.0,85.72,882.8,1916.52,95.86,3659.9
10163,28,2024-11-03,454.51,38.28,532.0,824.78,56.03,1905.6
10164,28,2024-11-04,696.75,97.31,210.41,384.38,13.84,1402.69
10165,28,2024-11-05,125.99,178.53,940.11,1561.55,65.15,2871.33
10166,28,2024-11-06,843.57,29.59,414.41,417.7,23.15,1728.42
10167,28,2024-11-07,712.95,173.03,213.97,328.06,69.36,1497.37
10168,28,2024-11-08,287.49,181.38,696.87,1116.66,65.49,2347.89
10169,28,2024-11-09,554.82,48.43,343.56,664.26,71.22,1682.29
10170,28,2024-11-10,294.5,51.78,131.35,936.75,70.01,1484.39
10171,28,2024-11-11,638.17,194.24,872.09,1296.56,72.43,3073.49
10172,28,2024-11-12,622.15,55.22,302.89,1294.09,89.73,2364.08
10173,28,2024-11-13,491.99,88.99,903.04,388.0,88.91,1960.93
10174,28,2024-11-14,868.01,102.81,398.37,1976.22,84.62,3430.03
10175,28,2024-11-15,740.71,142.05,372.79,842.96,28.31,2126.82
10176,28,2024-11-16,722.63,24.14,491.34,1207.65,40.54,2486.3
10177,28,2024-11-17,559.67,110.52,246.48,1838.59,61.88,2817.14
10178,28,2024-11-18,903.38,74.07,522.65,1754.75,20.75,3275.6
10179,28,2024-11-19,394.78,51.43,605.34,1267.75,74.88,2394.18
10180,28,2024-11-20,880.75,134.17,464.83,1986.94,85.86,3552.55
10181,28,2024-11-21,830.39,22.36,783.57,1180.17,55.07,2871.56
10182,28,2024-11-22,690.82,161.54,590.15,163.72,52.54,1658.77
10183,28,2024-11-23,390.38,108.53,614.26,450.17,55.64,1618.98
10184,28,2024-11-24,145.71,127.27,733.43,1286.87,7.35,2300.63
10185,28,2024-11-25,269.48,199.01,755.29,199.94,65.91,1489.63
10186,28,2024-11-26,775.61,170.45,131.62,119.42,33.25,1230.35
10187,28,2024-11-27,878.01,115.94,95.23,622.68,96.18,1808.04
10188,28,2024-11-28,537.59,138.75,949.44,498.55,3.33,2127.66
10189,28,2024-11-29,189.84,15.02,415.38,1569.89,45.65,2235.78
10190,28,2024-11-30,390.23,122.52,248.73,205.48,79.34,1046.3
10191,28,2024-12-01,554.53,41.3,426.42,495.36,20.3,1537.91
10192,28,2024-12-02,955.62,11.8,582.58,1403.04,18.75,2971.79
10193,28,2024-12-03,915.59,187.56,219.05,634.18,84.74,2041.12
10194,28,2024-12-04,266.03,94.58,498.5,1475.19,54.72,2389.02
10195,28,2024-12-05,967.97,182.07,38.48,187.62,74.97,1451.11
10196,28,2024-12-06,681.6,90.26,842.46,1168.11,81.01,2863.44
10197,28,2024-12-07,635.3,190.89,574.64,692.69,56.49,2150.01
10198,28,2024-12-08,357.19,111.82,949.98,1471.16,3.5,2893.65
10199,28,2024-12-09,514.55,179.38,937.66,619.75,84.99,2336.33
10200,28,2024-12-10,955.6,9.41,114.58,1152.81,76.65,2309.05
10201,28,2024-12-11,230.24,181.45,446.05,988.55,12.99,1859.28
10202,28,2024-12-12,585.14,89.81,198.4,851.18,15.72,1740.25
10203,28,2024-12-13,786.6,198.75,640.93,1680.04,85.08,3391.4
10204,28,2024-12-14,122.28,19.22,659.85,746.52,90.77,1638.64
10205,28,2024-12-15,717.59,179.46,297.51,404.76,58.29,1657.61
10206,28,2024-12-16,445.32,89.12,415.92,1005.42,25.01,1980.79
10207,28,2024-12-17,123.26,61.77,407.36,530.52,58.02,1180.93
10208,28,2024-12-18,69.83,52.24,936.2,306.17,78.56,1443.0
10209,28,2024-12-19,800.38,128.48,12.62,1196.88,48.99,2187.35
10210,28,2024-12-20,874.05,81.54,887.5,977.62,80.58,2901.29
10211,28,2024-12-21,685.49,11.5,999.59,1608.8,43.66,3349.04
10212,28,2024-12-22,755.19,170.11,781.35,1062.71,47.24,2816.6
10213,28,2024-12-23,707.69,76.16,52.92,391.83,79.74,1308.34
10214,28,2024-12-24,747.48,19.0,90.39,1841.26,61.27,2759.4
10215,28,2024-12-25,136.76,162.72,967.33,425.3,51.7,1743.81
10216,28,2024-12-26,296.16,90.47,105.41,40.27,57.11,589.42
10217,28,2024-12-27,998.78,92.39,825.64,1015.76,36.28,2968.85
10218,28,2024-12-28,598.39,167.13,206.92,1932.74,86.36,2991.54
10219,28,2024-12-29,28.95,183.85,923.13,1434.91,26.14,2596.98
10220,28,2024-12-30,727.07,33.05,580.24,939.78,59.94,2340.08
10221,29,2024-01-01,913.99,162.43,754.43,1640.66,76.91,3548.42
10222,29,2024-01-02,3.16,163.55,778.94,1366.19,72.26,2384.1
10223,29,2024-01-03,971.93,45.2,521.07,1030.44,86.16,2654.8
10224,29,2024-01-04,6.54,125.33,719.92,273.21,43.76,1168.76
10225,29,2024-01-05,382.29,21.31,935.98,970.42,89.94,2399.94
10226,29,2024-01-06,789.91,116.78,187.69,1615.3,83.11,2792.79
10227,29,2024-01-07,295.44,196.5,930.87,234.27,34.83,1691.91
10228,29,2024-01-08,991.93,58.84,917.35,1634.88,83.33,3686.33
10229,29,2024-01-09,610.74,23.29,604.38,1299.25,49.22,2586.88
10230,29,2024-01-10,414.19,81.48,846.86,332.2,65.31,1740.04
10231,29,2024-01-11,388.28,129.74,518.77,830.31,32.96,1900.06
10232,29,2024-01-12,46.19,133.79,372.23,782.98,9.7,1344.89
10233,29,2024-01-13,210.35,48.98,76.97,1802.35,19.86,2158.51
10234,29,2024-01-14,462.01,6.64,224.22,496.48,81.73,1271.08
10235,29,2024-01-15,583.34,176.37,208.48,611.71,59.86,1639.76
10236,29,2024-01-16,247.69,63.54,272.27,347.74,10.74,941.98
10237,29,2024-01-17,937.13,199.98,815.03,931.73,11.37,2895.24
10238,29,2024-01-18,34.2,42.21,509.75,1877.73,6.83,2470.72
10239,29,2024-01-19,160.76,170.13,164.17,1468.97,29.18,1993.21
10240,29,2024-01-20,200.56,9.63,954.75,1906.96,18.36,3090.26
10241,29,2024-01-21,574.01,110.8,602.23,545.18,71.33,1903.55
10242,29,2024-01-22,722.69,10.38,786.39,285.37,29.39,1834.22
10243,29,2024-01-23,371.09,13.6,919.39,1570.35,39.05,2913.48
10244,29,2024-01-24,536.07,105.39,612.56,152.05,24.5,1430.57
10245,29,2024-01-25,720.53,79.06,408.69,243.21,47.26,1498.75
10246,29,2024-01-26,284.94,45.02,310.29,1772.72,95.02,2507.99
10247,29,2024-01-27,327.18,4.68,359.59,487.34,59.71,1238.5
10248,29,2024-01-28,390.17,66.48,713.31,1283.43,21.27,2474.66
10249,29,2024-01-29,708.42,54.49,248.7,97.64,74.46,1183.71
10250,29,2024-01-30,150.8,44.3,775.7,1598.33,30.94,2600.07
10251,29,2024-01-31,812.8,142.71,764.53,1772.53,78.75,3571.32
10252,29,2024-02-01,595.02,63.35,712.6,1005.17,10.39,2386.53
10253,29,2024-02-02,364.61,91.8,547.76,1900.71,47.2,2952.08
10254,29,2024-02-03,466.13,161.85,849.67,1962.65,14.38,3454.68
10255,29,2024-02-04,598.75,175.0,711.6,1488.66,67.4,3041.41
10256,29,2024-02-05,746.51,65.86,296.43,644.19,28.7,1781.69
10257,29,2024-02-06,17.84,133.93,361.27,882.89,14.49,1410.42
10258,29,2024-02-07,743.56,157.22,446.48,936.82,75.58,2359.66
10259,29,2024-02-08,147.51,86.33,459.76,1069.92,34.95,1798.47
10260,29,2024-02-09,96.42,88.99,498.94,139.81,36.38,860.54
10261,29,2024-02-10,227.1,78.53,442.34,1933.33,62.59,2743.89
10262,29,2024-02-11,656.72,75.19,209.67,1083.88,29.16,2054.62
10263,29,2024-02-12,851.63,12.23,325.27,1307.37,26.12,2522.62
10264,29,2024-02-13,53.01,185.74,226.88,1105.49,88.1,1659.22
10265,29,2024-02-14,505.49,27.63,505.04,1094.65,33.94,2166.75
10266,29,2024-02-15,540.61,140.83,950.15,34.59,26.5,1692.68
10267,29,2024-02-16,554.41,50.63,348.58,1403.5,80.31,2437.43
10268,29,2024-02-17,606.48,60.45,837.86,152.87,36.3,1693.96
10269,29,2024-02-18,210.51,40.89,626.69,1660.33,87.26,2625.68
10270,29,2024-02-19,452.6,110.44,459.3,511.69,42.02,1576.05
10271,29,2024-02-20,997.81,176.48,558.22,1831.05,54.41,3617.97
10272,29,2024-02-21,736.66,22.67,102.33,1734.39,28.64,2624.69
10273,29,2024-02-22,28.51,15.27,657.39,444.34,23.85,1169.36
10274,29,2024-02-23,503.27,68.15,388.76,1663.55,78.02,2701.75
10275,29,2024-02-24,424.75,117.11,38.32,1956.39,66.43,2603.0
10276,29,2024-02-25,146.2,172.71,918.32,814.37,44.9,2096.5
10277,29,2024-02-26,24.74,64.23,102.16,658.15,34.96,884.24
10278,29,2024-02-27,527.48,15.38,739.9,294.23,96.53,1673.52
10279,29,2024-02-28,340.52,50.94,116.87,491.14,34.22,1033.69
10280,29,2024-02-29,45.22,171.12,979.67,1404.04,54.36,2654.41
10281,29,2024-03-01,477.9,126.86,766.67,1125.65,24.99,2522.07
10282,29,2024-03-02,391.73,176.32,704.33,1800.12,69.43,3141.93
10283,29,2024-03-03,158.18,63.78,15.94,811.58,47.67,1097.15
10284,29,2024-03-04,812.88,78.31,48.56,735.73,48.98,1724.46
10285,29,2024-03-05,271.07,7.4,114.24,943.77,40.94,1377.42
10286,29,2024-03-06,388.03,179.36,687.38,1007.0,65.84,2327.61
10287,29,2024-03-07,808.23,192.94,766.67,564.18,56.8,2388.82
10288,29,2024-03-08,377.79,145.79,9.08,1526.91,23.52,2083.09
10289,29,2024-03-09,304.39,88.45,857.15,726.05,6.09,1982.13
10290,29,2024-03-10,560.5,13.4,991.07,1024.92,51.06,2640.95
10291,29,2024-03-11,247.69,106.77,223.31,1633.98,96.15,2307.9
10292,29,2024-03-12,259.33,135.03,85.78,1617.23,71.27,2168.64
10293,29,2024-03-13,271.61,83.5,778.49,857.03,96.89,2087.52
10294,29,2024-03-14,913.67,191.06,529.86,306.29,25.51,1966.39
10295,29,2024-03-15,520.52,4.98,56.25,1876.04,12.18,2469.97
10296,29,2024-03-16,135.68,193.31,895.97,1410.3,38.89,2674.15
10297,29,2024-03-17,194.83,156.18,427.38,1489.6,73.7,2341.69
10298,29,2024-03-18,240.72,136.77,909.36,1438.17,36.38,2761.4
10299,29,2024-03-19,615.22,9.61,479.46,481.46,78.34,1664.09
10300,29,2024-03-20,990.79,21.99,515.54,1108.32,17.11,2653.75
10301,29,2024-03-21,485.36,60.76,548.3,1004.94,16.9,2116.26
10302,29,2024-03-22,542.32,70.73,139.22,28.48,26.71,807.46
10303,29,2024-03-23,929.55,184.93,399.37,547.98,3.27,2065.1
10304,29,2024-03-24,392.11,90.22,987.41,64.63,87.91,1622.28
10305,29,2024-03-25,571.28,9.34,235.9,1104.72,60.88,1982.12
10306,29,2024-03-26,654.28,179.58,636.1,1937.13,67.94,3475.03
10307,29,2024-03-27,238.22,18.28,439.22,679.2,84.08,1459.0
10308,29,2024-03-28,711.87,6.46,133.12,1734.99,88.52,2674.96
10309,29,2024-03-29,534.44,43.33,655.69,1051.61,13.81,2298.88
10310,29,2024-03-30,723.17,135.37,584.92,1954.5,21.66,3419.62
10311,29,2024-03-31,396.49,26.26,701.72,370.39,5.06,1499.92
10312,29,2024-04-01,874.68,174.75,329.42,1092.66,38.59,2510.1
10313,29,2024-04-02,359.76,77.75,586.48,1222.61,43.44,2290.04
10314,29,2024-04-03,144.9,156.03,796.7,732.29,81.28,1911.2
10315,29,2024-04-04,441.07,64.87,253.78,94.1,50.28,904.1
10316,29,2024-04-05,525.27,29.39,427.97,180.38,6.26,1169.27
10317,29,2024-04-06,203.66,23.33,843.72,1492.34,46.24,2609.29
10318,29,2024-04-07,778.63,7.8,936.2,584.3,95.84,2402.77
10319,29,2024-04-08,380.87,12.08,598.08,419.54,36.84,1447.41
10320,29,2024-04-09,84.68,55.15,621.77,1153.35,54.35,1969.3
10321,29,2024-04-10,453.68,183.01,772.46,1371.53,38.87,2819.55
10322,29,2024-04-11,32.23,51.67,658.45,604.7,66.64,1413.69
10323,29,2024-04-12,508.8,117.52,655.47,335.24,25.97,1643.0
10324,29,2024-04-13,597.49,164.2,181.16,1923.87,48.67,2915.39
10325,29,2024-04-14,995.55,93.24,930.47,1027.62,43.72,3090.6
10326,29,2024-04-15,181.79,96.24,105.76,655.02,57.22,1096.03
10327,29,2024-04-16,650.99,175.42,343.64,7.44,95.35,1272.84
10328,29,2024-04-17,431.02,66.29,627.17,1026.76,86.69,2237.93
10329,29,2024-04-18,326.47,60.6,505.94,1687.25,3.29,2583.55
10330,29,2024-04-19,212.78,73.27,20.31,1684.46,60.46,2051.28
